code,name,bucket,estab,years,scale,company,ftype,index_name,managers,cur_start,tenure,mgr_changes_5y,fee_now,sgzt,cagr1,cagr3,cagr5,cagr8,cagr10,cagr_since,vol5,mdd5,mdd10,mdd_all,max_year_key,max_year,sharpe1y,latest,siblings,a5,a10,asince,r5_api,r10_api,rsince_api,score,selected
100061,富国中国中小盘混合(QDII)人民币A,QDII/海外,2012-09-04,14.0287,30.2335,富国基金,QDII-混合偏股,,张峰,2012-09-04,14.0287,0,0.15%,开放申购,-12.2599,12.5515,2.7472,8.6631,7.9682,10.0354,21.0959,-33.2967,-43.6824,-43.6824,2020,50.8859,-0.6500,2026-09-15,['024846'],2.7469,7.9682,10.6956,14.5100,,316.0000,47.4,1
006282,摩根欧洲动力策略股票(QDII)A,QDII/海外,2018-10-31,7.8741,6.3456,摩根基金(中国),QDII-普通股票,,张军,2018-10-31,7.8741,0,0.15%,限大额,7.3424,12.4624,6.9965,,,7.7368,14.0843,-23.7867,-34.8318,-34.8318,2025,28.9516,0.5505,2026-09-15,['019450'],6.9962,,7.7368,40.2300,,79.8200,46.9,1
165520,中信保诚有色指数A,QDII/海外,2013-08-30,13.0459,17.1248,中信保诚基金,指数型-股票,中证800有色,黄稚,2020-11-23,5.8125,0,0.12%,开放申购,13.8154,14.1546,3.4745,9.6686,7.1213,6.6136,19.1972,-29.7546,-32.9322,-40.2802,2025,55.8524,0.6573,2026-09-16,['013081'],4.9229,7.1213,9.0947,27.1600,,211.3000,42.4,1
009108,富国红利精选混合(QDII)人民币,QDII/海外,2020-04-23,6.3956,11.4701,富国基金,QDII-混合偏股,,王菀宜,2022-12-09,3.7673,1,0.15%,开放申购,3.5968,14.8102,0.5669,,,10.2755,17.9000,-39.7613,-44.0443,-44.0443,2020,56.7700,0.1472,2026-09-15,[],0.5675,,10.2755,2.8700,,86.9300,39.8,1
340006,兴全全球视野股票,QDII/海外,2006-09-20,19.9890,39.7775,兴证全球基金,股票型,,余明强,2025-12-24,0.7283,2,0.15%,开放申购,38.1053,18.8768,4.7940,14.1327,8.6299,14.4354,22.1875,-44.2914,-45.0321,-53.0587,2007,149.1642,1.1116,2026-09-16,[],4.7938,8.4817,14.4354,26.3800,125.7179,1381.0500,38.8,1
006308,汇添富全球消费混合(QDII)人民币A,QDII/海外,2018-09-21,7.9836,1.9961,汇添富基金,QDII-混合偏股,,郑慧莲,2020-06-30,6.2094,0,0.16%,限大额,-13.1219,3.9460,-1.7933,,,10.1165,18.2397,-37.7184,-55.1390,-55.1390,2020,90.8626,-0.8800,2026-09-15,['006309'],-1.7932,,10.1165,-8.6500,,115.8400,38.8,1
161715,招商大宗商品(LOF),QDII/海外,2012-06-28,14.2177,4.8304,招商基金,指数型-股票,中证大宗商品股票指数,"邓童,窦福成",2025-11-13,0.8405,2,0.12%,开放申购,16.8587,13.2254,2.8807,12.2019,8.0777,6.2372,19.6910,-32.8213,-39.2148,-49.3969,2025,42.6575,0.6181,2026-09-16,[],3.0768,8.7874,6.9229,16.3600,132.1596,159.0100,35.7,1
540012,汇丰晋信恒生龙头指数A,QDII/海外,2012-08-01,14.1246,1.8272,汇丰晋信基金,指数型-股票,恒生A股行业龙头指数,刘禹良,2024-09-28,1.9658,2,0.12%,开放申购,-2.3006,7.3208,2.1980,7.0290,8.6264,8.0780,15.4547,-26.0446,-38.5315,-44.5991,2014,48.5455,-0.3036,2026-09-16,['001149'],2.1973,8.5537,8.0780,11.4800,127.2192,199.5900,35.0,1
160221,国泰国证有色金属行业指数(LOF)A,QDII/海外,2015-03-30,11.4661,22.3207,国泰基金,指数型-股票,国证有色金属行业指数,吴中昊,2022-12-30,3.7125,1,0.00%,开放申购,18.5423,19.9182,4.3329,13.5590,7.8759,3.8868,26.5384,-41.5409,-47.1838,-59.3890,2025,82.7197,0.3953,2026-09-16,['015596'],4.6124,8.6770,4.6290,25.2900,129.8142,68.0100,30.0,1
008253,华宝致远混合(QDII)A,QDII/海外,2019-11-27,6.8036,11.0052,华宝基金,QDII-混合偏股,,"周晶,杨洋",2022-01-27,4.6352,1,0.15%,限大额,29.9718,26.9755,5.4092,,,7.7462,27.7356,-41.5447,-51.5599,-51.5599,2020,34.1004,0.6910,2026-09-16,['008254'],5.4085,5.2070,7.7462,30.1300,66.1300,66.1300,27.6,1
002891,华夏移动互联混合人民币,QDII/海外,2016-12-14,9.7522,40.6907,华夏基金,QDII-混合灵活,,"刘平,徐恒,郭琨研",2026-02-04,0.6105,3,0.15%,限大额,73.7271,18.9622,-0.0156,11.6335,,10.1143,30.1317,-58.6258,-66.1058,-66.1058,2020,88.7062,1.6196,2026-09-15,[],-0.0160,,10.1143,-0.0800,,155.9000,26.7,1
005534,华夏新时代混合人民币(QDII),QDII/海外,2018-05-30,8.2957,5.4650,华夏基金,QDII-混合灵活,,常亚桥,2019-07-15,7.1704,0,0.15%,限大额,16.6638,20.4514,-2.2206,9.8761,,9.0604,27.1493,-56.7946,-61.7466,-61.7466,2020,93.9627,0.3848,2026-09-15,[],-2.2204,,9.0604,-10.6200,,105.3400,24.3,1
000043,嘉实美国成长股票人民币,QDII/海外,2013-06-14,13.2539,49.8764,嘉实基金,QDII-普通股票,,陈俊杰,2026-05-13,0.3422,3,0.15%,限大额,9.2286,20.9626,13.7669,14.7460,16.4938,14.6618,21.3611,-24.9201,-28.6375,-28.6375,2023,40.3549,0.7347,2026-09-15,[],14.2004,16.4938,14.8587,94.2400,,527.2000,,
000929,博时黄金D,QDII/海外,2014-12-18,11.7426,0.1091,博时基金,指数型-其他,黄金9999,"赵云阳,王祥",2016-11-02,9.8700,0,--,暂停申购,10.9458,25.1160,19.6584,16.3367,12.1628,12.6028,17.9302,-30.2665,-30.2665,-30.2665,2025,55.7132,0.3993,2026-09-16,['000930'],19.8780,12.1628,12.7688,147.5700,,310.0500,,
162719,广发道琼斯石油指数人民币A,QDII/海外,2017-02-28,9.5441,6.7508,广发基金,指数型-海外股票,道琼斯美国石油开发与生产指数,姚曦,2023-02-22,3.5619,3,0.12%,暂停申购,46.2293,10.1675,23.4249,13.2762,,13.1437,28.8241,-29.1608,-65.6982,-65.6982,2021,67.5714,1.6983,2026-09-15,['004243'],24.3196,,12.8847,196.9600,,217.9500,,
160723,嘉实原油(QDII-LOF),QDII/海外,2017-04-20,9.4045,12.0099,嘉实基金,QDII-商品,,"蒋一茜,张琴",2024-10-25,1.8891,2,0.12%,暂停申购,70.2003,13.5673,19.8308,7.3028,,9.7809,29.0228,-32.5811,-74.3972,-74.3972,2026,84.9081,1.6027,2026-09-15,[],19.4076,,9.1448,142.7500,,127.7200,,
320013,诺安全球黄金(QDII-FOF)A,QDII/海外,2011-01-13,15.6715,7.6101,诺安基金,QDII-商品,,唐晨,2026-02-14,0.5832,1,0.08%,开放申购,8.6957,22.9952,16.3332,13.8757,9.7814,5.5159,16.3673,-25.7891,-25.7891,-46.0563,2025,52.9703,0.4317,2026-09-15,[],17.2619,9.7814,5.7908,121.7100,,141.6200,,
501018,南方原油A,QDII/海外,2016-06-15,10.2505,12.2422,南方基金,QDII-商品,,张其思,2021-11-19,4.8214,1,0.12%,暂停申购,76.7059,15.1051,19.9057,6.4177,8.8583,7.5846,30.4331,-31.3983,-76.4886,-76.4886,2026,91.1029,1.7352,2026-09-15,['006476'],19.6993,8.8583,6.9845,145.7300,,99.7800,,
161129,易方达原油A类人民币,QDII/海外,2016-12-19,9.7385,6.3534,易方达基金,QDII-商品,,殷春涛,2025-04-11,1.4292,5,0.12%,暂停申购,75.6982,14.3615,19.5004,5.7841,,7.6204,30.2562,-34.4814,-76.5430,-76.5430,2026,91.7112,1.6629,2026-09-15,[],19.1338,,6.9433,139.9800,,92.2700,,
003321,易方达原油C类人民币,QDII/海外,2016-12-19,9.7385,0.1161,易方达基金,QDII-商品,,殷春涛,2025-04-11,1.4292,5,0.00%,暂停申购,75.1858,14.1167,19.1161,5.2992,,7.1337,30.2458,-34.6837,-76.9236,-76.9236,2026,91.3252,1.6487,2026-09-15,[],18.7501,,6.4604,136.1400,,83.9800,,
160719,嘉实黄金,QDII/海外,2011-08-04,15.1157,3.5664,嘉实基金,QDII-商品,,张钟玉,2023-04-12,3.4278,2,0.08%,暂停申购,8.0068,23.6939,16.7194,13.8886,9.7673,4.3450,16.7142,-26.4887,-26.4887,-42.9833,2025,53.9104,0.3960,2026-09-15,[],17.3000,9.7673,4.5243,122.0700,,95.2000,,
486002,工银全球精选股票(QDII),QDII/海外,2010-05-25,16.3094,13.9584,工银瑞信基金,QDII-普通股票,,"林念,吕焱",2026-07-10,0.1834,4,0.16%,限大额,3.2192,14.0193,6.7325,9.1568,11.0155,9.6921,13.7124,-25.5428,-28.6861,-28.6861,2019,30.1868,0.4728,2026-09-15,[],6.9289,11.0155,9.7867,39.7900,,358.5000,,
000369,广发全球医疗保健指数人民币(QDII)A,QDII/海外,2013-12-10,12.7639,13.6983,广发基金,指数型-海外股票,标普全球1200医疗保健指数,刘杰,2023-02-22,3.5619,3,0.13%,限大额,11.1498,4.7710,5.7462,6.9666,7.9824,8.4249,12.6722,-15.1326,-24.0550,-24.0550,2019,24.6154,0.6156,2026-09-15,[],5.4667,7.9824,8.3916,30.4900,,179.6900,,
007937,华夏饲料豆粕期货ETF联接A,QDII/海外,2020-01-13,6.6749,1.6568,华夏基金,指数型-其他,大商所豆粕期货价格指数,华龙,2022-08-22,4.0684,1,0.06%,暂停申购,18.4425,-0.4367,10.5954,,,11.4789,14.6445,-27.2207,-27.2207,-27.2207,2022,53.1713,1.3705,2026-09-16,['007938'],10.5958,7.5228,11.4789,65.4600,106.5400,106.5400,,
007277,恒生前海消费升级混合,QDII/海外,2020-01-19,6.6585,0.4151,恒生前海基金,混合型-偏股,,胡启聪,2024-01-02,2.7050,4,0.15%,开放申购,40.7705,25.2071,3.9605,,,8.8052,27.7731,-52.3916,-54.8520,-54.8520,2025,42.1424,0.8860,2026-09-16,[],3.9597,5.7799,8.8052,21.4300,75.4000,75.4000,,
006555,浦银全球智能科技(QDII)A,QDII/海外,2019-01-29,7.6277,18.4968,浦银基金,QDII-普通股票,,"IKEDA KAE,俞瑾",2022-08-11,4.0958,1,0.15%,暂停申购,44.2097,32.6176,14.9666,,,17.5245,28.0862,-37.7385,-37.7385,-37.7385,2023,40.9262,1.0194,2026-09-15,['014002'],14.9662,,17.5245,100.8400,,242.7000,,
110011,易方达优质精选混合(QDII),QDII/海外,2008-06-19,18.2423,67.7700,易方达基金,QDII-混合偏股,,"张坤,彭珂",2026-06-27,0.2218,1,0.15%,限大额,-30.0365,-10.4356,-10.5105,2.8188,5.5533,9.3315,23.7675,-48.7040,-59.6937,-59.6937,2020,85.3125,-1.9705,2026-09-16,[],-10.5115,6.4994,9.9183,-42.6100,87.7023,461.3200,,
007455,富国蓝筹精选股票(QDII)人民币,QDII/海外,2019-08-02,7.1211,12.2782,富国基金,QDII-普通股票,,"汪孟海,宁君",2026-08-21,0.0684,4,0.15%,限大额,-17.0323,16.9448,4.8227,,,15.8083,22.7769,-36.6735,-45.8804,-45.8804,2020,93.2218,-0.7574,2026-09-15,[],4.8220,,15.8083,26.5500,,184.3800,,
004877,汇添富全球医疗混合(QDII)人民币,QDII/海外,2017-08-16,9.0815,4.3444,汇添富基金,QDII-混合偏股,,洪鹄,2026-07-17,0.1643,3,0.16%,限大额,4.0233,9.8205,-0.5204,10.7975,,10.5288,14.5359,-34.8109,-41.0109,-41.0109,2020,49.0942,0.2646,2026-09-15,[],-0.5194,,10.5288,-2.5700,,148.2100,,
000047,华夏双债债券A,债券/固收,2013-03-14,13.5086,32.6591,华夏基金,债券型-混合一级,,柳万军,2015-07-16,11.1704,0,0.08%,开放申购,11.3735,12.6922,6.1743,9.5274,7.6153,8.2016,7.7383,-9.2454,-10.4718,-10.4718,2020,22.9224,1.0444,2026-09-16,['000048'],5.6536,7.6153,8.1863,31.6500,,189.4800,82.2,1
000143,鹏华双债加利债券A,债券/固收,2013-05-27,13.3060,115.7614,鹏华基金,债券型-混合二级,,王石千,2018-03-28,8.4709,0,0.08%,开放申购,8.2845,11.3886,5.6770,7.7280,6.3071,7.1750,7.1054,-10.2530,-10.2530,-10.2530,2025,18.8522,0.9842,2026-09-16,['013149'],5.3598,6.3071,7.1354,29.8300,,150.2000,76.2,1
110017,易方达增强回报债券A,债券/固收,2008-03-19,18.4942,326.8462,易方达基金,债券型-混合一级,,王晓晨,2020-05-27,6.3053,0,0.08%,开放申购,3.4700,5.5130,4.2039,6.5873,5.5803,7.4445,2.7505,-3.1792,-3.9525,-6.9267,2014,26.4892,1.0337,2026-09-16,['110018'],4.0657,5.5803,7.6631,22.0500,,291.7900,75.9,1
005273,华商可转债债券A,债券/固收,2017-12-22,8.7337,25.1862,华商基金,债券型-混合二级,,张永志,2017-12-22,8.7337,0,0.08%,开放申购,34.8810,18.5876,6.1083,13.6526,,11.2002,16.6943,-27.2645,-30.9259,-30.9259,2025,32.2846,1.4570,2026-09-16,['005284'],6.1087,9.7154,11.2002,34.5100,152.7400,152.7400,75.6,1
005717,兴业机遇债券A,债券/固收,2018-11-13,7.8412,11.3262,兴业基金,债券型-混合二级,,丁进,2020-07-14,6.1739,0,0.80%,限大额,4.4871,7.9044,6.3571,,,8.0024,7.6279,-10.2154,-10.2154,-10.2154,2021,19.4655,0.4196,2026-09-16,['008222'],6.3568,6.2223,8.0027,36.0900,82.8770,82.8800,75.3,1
630007,华商稳健双利债券A,债券/固收,2010-08-09,16.1040,82.4885,华商基金,债券型-混合二级,,张永志,2013-02-06,13.6071,0,0.08%,开放申购,14.2947,8.0286,5.2781,7.4014,5.7872,6.0896,4.2958,-4.5693,-11.8490,-26.2341,2014,34.1979,2.0873,2026-09-16,['630107'],5.3030,5.7872,6.1185,29.4800,,160.2200,75.1,1
720003,财通收益增强债券A,债券/固收,2012-12-20,13.7385,24.5097,财通基金,债券型-混合二级,,"罗晓倩,匡恒",2023-02-10,3.5975,3,0.08%,限大额,23.1885,17.1674,7.4745,10.4575,7.8952,7.5357,9.9078,-15.8190,-19.6853,-19.6853,2025,26.6268,1.5955,2026-09-16,['003204'],6.3537,7.8952,7.7157,36.0700,,177.6300,74.9,1
001257,兴业收益增强债券A,债券/固收,2015-05-29,11.3018,184.8005,兴业基金,债券型-混合二级,,"周鸣,丁进",2015-05-29,11.3018,0,0.08%,限大额,4.5161,7.4552,5.5377,6.8787,5.8645,6.0026,5.8111,-6.5058,-6.5058,-6.5058,2021,14.4540,0.7881,2026-09-16,['001258'],5.3631,5.8645,6.0258,29.8500,,93.7300,72.8,1
630009,华商稳定增利债券A,债券/固收,2011-03-15,15.5072,37.2976,华商基金,债券型-混合二级,,张永志,2017-08-04,9.1170,0,0.08%,开放申购,21.5202,11.1896,4.2233,8.9186,7.6835,7.5515,8.2654,-13.8861,-15.7380,-19.3798,2014,25.5747,1.7377,2026-09-16,['630109'],4.0657,7.6835,7.5853,22.0500,,210.7400,71.8,1
001751,华商信用增强债券A,债券/固收,2015-09-08,11.0226,171.8526,华商基金,债券型-混合二级,,厉骞,2020-07-17,6.1656,0,0.08%,限大额,14.1499,13.0404,6.0021,11.3923,6.7711,6.6866,13.0235,-22.1639,-24.1534,-24.1534,2021,30.5505,1.2115,2026-09-16,['001752'],5.3987,6.7711,6.5865,30.0700,,102.0000,70.5,1
002405,光大中高等级债券A,债券/固收,2017-08-04,9.1170,5.8167,光大保德信基金,债券型-混合一级,,黄波,2021-05-10,5.3525,0,0.08%,限大额,5.7961,12.2839,7.2058,8.1139,,6.8651,9.9265,-17.1339,-17.1339,-17.1339,2024,20.1336,0.5265,2026-09-16,['002406'],7.2059,6.2405,6.8652,41.6100,83.1890,83.1900,68.8,1
004427,交银增利增强债券A,债券/固收,2017-06-02,9.2895,25.5079,交银施罗德基金,债券型-混合二级,,魏玉敏,2020-07-23,6.1492,0,0.08%,开放申购,5.2206,4.6813,3.6267,7.1688,,6.7027,3.5387,-4.6786,-9.0532,-9.0532,2020,16.7447,1.1106,2026-09-16,"['023844', '004428']",3.6272,6.2120,6.7028,19.5000,82.6984,82.7000,67.8,1
360013,光大信用添益债券A,债券/固收,2011-05-16,15.3374,47.7436,光大保德信基金,债券型-混合二级,,黄波,2019-11-05,6.8638,0,0.08%,开放申购,5.7397,9.3627,4.9710,8.8117,7.4423,7.0631,15.2651,-29.7116,-29.7116,-29.7116,2020,24.6481,0.5211,2026-09-16,['360014'],4.7573,7.4423,7.5858,26.1600,,206.9300,67.7,1
005121,富国兴利增强债券A,债券/固收,2017-09-20,8.9884,96.7597,富国基金,债券型-混合二级,,陈斯扬,2020-01-10,6.6831,0,0.08%,开放申购,5.1024,8.9619,4.1162,7.9510,,7.0025,9.2639,-17.1908,-17.1908,-17.1908,2020,23.3805,0.3704,2026-09-16,['022229'],4.1168,6.2724,7.0025,22.3500,83.7400,83.7400,66.6,1
000171,易方达裕丰回报债券A,债券/固收,2013-08-23,13.0650,292.6636,易方达基金,债券型-混合二级,,张清华,2025-09-30,0.9610,1,0.10%,开放申购,9.2910,7.2454,4.1437,6.3687,6.0695,7.7441,4.8473,-6.3470,-6.3470,-8.7535,2015,21.7133,0.9808,2026-09-16,[],3.9203,6.0695,7.7128,21.2000,,163.9800,65.6,1
519162,新华增怡债券A,债券/固收,2013-12-04,12.7830,36.5484,新华基金,债券型-混合二级,,王丹,2021-02-19,5.5715,0,0.08%,开放申购,10.2631,9.8119,5.8267,6.2962,5.6702,6.4708,6.9436,-10.8391,-10.8391,-10.8391,2014,18.3267,1.8639,2026-09-16,['519163'],5.3338,5.6702,6.4210,29.6700,,121.5600,65.5,1
000385,景顺长城景颐双利债券A,债券/固收,2013-11-13,12.8405,429.7965,景顺长城基金,债券型-混合二级,,"董晗,李怡文",2021-04-30,5.3799,0,0.08%,开放申购,3.9648,5.9599,3.9538,5.4374,4.7954,6.5748,4.2811,-3.9016,-3.9016,-4.9505,2015,21.5332,0.7771,2026-09-16,['000386'],3.8620,4.7954,6.5925,20.8600,,127.0000,64.2,1
162210,宏利集利债券A,债券/固收,2008-09-26,17.9713,39.5429,宏利基金,债券型-混合二级,,"李宇璐,石磊",2024-08-16,2.0835,5,0.08%,开放申购,10.5870,8.2168,5.8596,5.9202,5.0038,5.9483,4.9110,-4.0661,-4.0661,-11.0128,2014,30.4598,1.4005,2026-09-16,['162299'],5.6359,5.0038,5.9448,31.5400,,182.3000,64.0,1
000973,新华增盈回报债券,债券/固收,2015-01-16,11.6660,6.2843,新华基金,债券型-混合二级,,王丹,2023-07-19,3.1622,2,0.08%,开放申购,5.9845,7.6982,4.8301,6.1098,5.7552,5.8889,4.9204,-4.4627,-4.4627,-4.4627,2019,11.4342,1.1903,2026-09-16,[],4.8303,5.7363,5.8888,26.6000,74.6788,94.9400,63.3,1
110027,易方达安心回报债券A,债券/固收,2011-06-21,15.2389,144.0899,易方达基金,债券型-混合二级,,张清华,2014-01-18,12.6598,0,0.08%,限大额,7.2582,6.5903,3.1299,6.9376,5.7970,8.0885,6.0783,-9.0559,-11.6065,-27.5216,2014,77.3481,0.5337,2026-09-16,['110028'],3.1299,5.7830,10.0752,16.6600,75.4525,331.8200,62.9,1
002969,易方达丰和债券A,债券/固收,2016-11-23,9.8125,234.1436,易方达基金,债券型-混合二级,,"张清华,何一铖",2026-03-07,0.5284,1,0.10%,开放申购,13.9717,8.1148,4.5425,6.2330,,6.2338,5.1043,-7.0577,-7.0577,-7.0577,2026,13.4390,1.4390,2026-09-16,['016699'],4.5422,6.1134,6.2338,24.8700,81.0091,81.0100,62.6,
161115,易方达岁丰添利债券(LOF)A,债券/固收,2010-11-09,15.8522,93.4051,易方达基金,债券型-混合一级,,"胡剑,张凯頔",2022-07-06,4.1971,1,0.08%,开放申购,2.1716,3.3548,3.2276,6.2233,4.9107,7.7743,1.1173,-2.2279,-4.3179,-9.1573,2014,53.0021,1.1798,2026-09-16,['017156'],3.2269,4.9047,7.7743,17.2100,61.4177,227.6700,62.2,
217008,招商安本增利债券C,债券/固收,2006-07-11,20.1834,129.0089,招商基金,债券型-混合二级,,"滕越,王娟娟",2022-01-14,4.6708,1,0.00%,限大额,4.9337,8.0909,5.6948,6.8068,4.5003,6.4454,6.2175,-7.7714,-14.7386,-21.7408,2014,39.1639,0.8370,2026-09-16,[],5.6439,4.5003,6.4678,31.5900,,254.2900,62.2,
003401,工银可转债债券,债券/固收,2016-12-14,9.7550,22.5667,工银瑞信基金,债券型-混合二级,,黄诗原,2021-09-08,5.0212,0,0.08%,限大额,7.0062,8.2390,5.0194,8.7360,,6.6147,16.3084,-29.7683,-29.7683,-29.7683,2019,30.9209,0.2339,2026-09-16,[],5.0200,6.4475,6.6147,27.7500,86.7900,86.7900,61.9,
610008,信澳信用债债券A,债券/固收,2013-05-14,13.3415,23.7525,信达澳亚基金,债券型-混合二级,,张旻,2022-01-07,4.6899,1,0.08%,开放申购,8.3401,9.5244,6.0915,8.1315,6.2408,5.8058,10.0126,-21.4548,-21.4548,-23.7645,2025,23.1214,0.9302,2026-09-16,['610108'],5.6391,6.2408,5.8236,31.5600,,112.8000,60.9,
002459,华夏鼎利债券发起式A,债券/固收,2016-11-18,9.8261,124.7944,华夏基金,债券型-混合二级,,"刘明宇,孙蒙",2026-01-26,0.6379,2,0.08%,开放申购,7.3454,8.7548,3.6843,8.2255,,7.3246,6.3570,-11.5502,-12.5412,-12.5412,2020,22.2182,0.9299,2026-09-16,['002460'],3.6843,7.3700,7.5055,19.8300,103.6251,103.6300,60.9,
005908,华泰保兴尊利债券A,债券/固收,2018-06-25,8.2272,52.0027,华泰保兴基金,债券型-混合二级,,张挺,2021-03-31,5.4620,0,0.08%,开放申购,3.8703,7.1889,4.9072,6.0616,,5.9240,5.1912,-5.5895,-5.5895,-5.5895,2024,14.7058,0.6759,2026-09-16,['005909'],4.9080,4.8488,5.9241,27.0700,60.5595,60.5600,60.6,
202105,南方广利回报债券A/B,债券/固收,2010-11-03,15.8686,203.5266,南方基金,债券型-混合二级,,"刘文良,王润栋",2025-09-19,0.9911,1,0.08%,开放申购,18.8359,13.2871,6.0511,8.4946,5.8915,6.6122,13.1091,-22.4547,-22.4547,-29.4153,2014,44.0191,1.1127,2026-09-16,[],5.4473,5.8915,6.5418,30.3700,,173.3400,60.5,
005301,前海开源弘泽债券发起式A,债券/固收,2018-01-26,8.6379,8.2742,前海开源基金,债券型-混合二级,,林汉耀,2024-07-19,2.1602,2,0.08%,限大额,3.6275,4.2552,2.4112,8.2780,,8.6734,1.7899,-4.7726,-15.7272,-15.7272,2019,53.0983,1.1690,2026-09-16,['005302'],2.4109,7.4491,8.6734,12.6500,105.1296,105.1300,59.7,
003504,景顺长城景颐丰利债券A,债券/固收,2017-01-18,9.6591,235.9462,景顺长城基金,债券型-混合二级,,"徐栋,李怡文,江山",2024-07-10,2.1848,3,0.08%,开放申购,11.3717,14.2474,7.5586,6.3015,,5.7252,9.3722,-17.9099,-17.9099,-17.9099,2025,26.6611,0.9881,2026-09-16,"['023512', '003505']",7.5579,5.5248,5.7255,43.9500,71.2159,71.2200,59.7,
002276,中邮纯债恒利债券A,债券/固收,2017-04-13,9.4264,65.2248,中邮基金,债券型-混合一级,,"武志骁,闫宜乘",2023-07-28,3.1376,2,0.08%,开放申购,3.2056,5.8718,5.0073,5.5350,,5.4207,3.7333,-4.7735,-4.7735,-4.7735,2021,11.6541,0.4017,2026-09-16,['002277'],5.0069,5.1020,5.4208,27.6700,64.4787,64.4800,59.5,
